epoch,learning_rate,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0010000000474974513,0.5910946130752563,0.5855194330215454,0.08510082215070724,0.2792830169200897
1,0.0010000000474974513,0.20747599005699158,0.3560132086277008,0.06245681270956993,0.23528055846691132
2,0.0010000000474974513,0.1099291667342186,0.2588672935962677,0.030007924884557724,0.1555870920419693
3,0.0010000000474974513,0.06667482107877731,0.20119424164295197,0.01833294704556465,0.11784934252500534
4,0.0010000000474974513,0.04796985164284706,0.1722126305103302,0.022034401074051857,0.13093248009681702
5,0.0010000000474974513,0.03772944584488869,0.15243488550186157,0.016770385205745697,0.11212445795536041
6,0.0010000000474974513,0.032953742891550064,0.14307203888893127,0.015498247928917408,0.10716482251882553
7,0.0010000000474974513,0.027990471571683884,0.13200053572654724,0.02832123078405857,0.15074826776981354
8,0.0010000000474974513,0.026225002482533455,0.12758362293243408,0.01410695631057024,0.10165859758853912
9,0.0010000000474974513,0.02459779754281044,0.12318119406700134,0.010155852884054184,0.08423414826393127
10,0.0010000000474974513,0.022929586470127106,0.11955224722623825,0.009985796175897121,0.0832054615020752
11,0.0010000000474974513,0.022491421550512314,0.11810986697673798,0.009117304347455502,0.07913917303085327
12,0.0010000000474974513,0.021669352427124977,0.11574734002351761,0.009464479982852936,0.08085135370492935
13,0.0010000000474974513,0.0211374182254076,0.11450818181037903,0.009785312227904797,0.08231216669082642
14,0.0010000000474974513,0.020599443465471268,0.11292697489261627,0.007910963147878647,0.07314328104257584
15,0.0010000000474974513,0.020434286445379257,0.11251465976238251,0.00855448842048645,0.07641525566577911
16,0.0010000000474974513,0.019947528839111328,0.11096951365470886,0.007864329032599926,0.07313170284032822
17,0.0010000000474974513,0.018168792128562927,0.10580568015575409,0.006788255646824837,0.0674753412604332
18,0.0010000000474974513,0.013915029354393482,0.09144152700901031,0.004663428757339716,0.05417904257774353
19,0.0010000000474974513,0.010955343954265118,0.08081342279911041,0.004383201245218515,0.05338604375720024
20,0.0010000000474974513,0.009537743404507637,0.07582930475473404,0.003103574737906456,0.04553690925240517
21,0.0010000000474974513,0.008697645738720894,0.07244011759757996,0.003257801989093423,0.04588158056139946
22,0.0010000000474974513,0.008090196177363396,0.06987239420413971,0.003586099250242114,0.047322098165750504
23,0.0010000000474974513,0.007470091804862022,0.06684577465057373,0.002457164693623781,0.038888391107320786
24,0.0010000000474974513,0.007091630715876818,0.06551048904657364,0.002125409198924899,0.036461830139160156
25,0.0010000000474974513,0.006861155387014151,0.06486968696117401,0.002108681946992874,0.036440201103687286
26,0.0010000000474974513,0.006558660883456469,0.06300470978021622,0.002346704714000225,0.03844454512000084
27,0.0010000000474974513,0.006484247278422117,0.06293711066246033,0.0029460496734827757,0.04317105561494827
28,0.0010000000474974513,0.0062703597359359264,0.061598729342222214,0.002754528308287263,0.04089868813753128
29,0.0010000000474974513,0.006003022193908691,0.060593169182538986,0.002087970729917288,0.03634939342737198
30,0.0010000000474974513,0.005922520998865366,0.05980132892727852,0.0019431104883551598,0.03440580144524574
31,0.0010000000474974513,0.005868210922926664,0.05914323776960373,0.00328923761844635,0.04716877639293671
32,0.0010000000474974513,0.005570113193243742,0.05828006938099861,0.001663886127062142,0.03216030076146126
33,0.0010000000474974513,0.005455933045595884,0.05784744396805763,0.0017066507134586573,0.03268406540155411
34,0.0010000000474974513,0.00544739980250597,0.05763573944568634,0.002464531920850277,0.03920942544937134
35,0.0010000000474974513,0.005418000277131796,0.05731381103396416,0.0016437260201200843,0.031923528760671616
36,0.0010000000474974513,0.005414011888206005,0.05769336223602295,0.0022109539713710546,0.037460435181856155
37,0.0010000000474974513,0.005262829829007387,0.05665401369333267,0.0023169261403381824,0.03846829757094383
38,0.0010000000474974513,0.005329684820026159,0.05702005326747894,0.0027301162481307983,0.04263107478618622
39,0.0010000000474974513,0.005115719046443701,0.05600481852889061,0.0014357254840433598,0.029591895639896393
40,0.0010000000474974513,0.0049491929821670055,0.05492815747857094,0.0014456065837293863,0.03033505752682686
41,0.0010000000474974513,0.005027466453611851,0.05557188019156456,0.0014942121924832463,0.030682317912578583
42,0.0010000000474974513,0.004926485940814018,0.05508415028452873,0.0014700890751555562,0.03065149113535881
43,0.0010000000474974513,0.004865576513111591,0.05470844358205795,0.0012700601946562529,0.02795933000743389
44,0.0010000000474974513,0.0048434133641421795,0.054563768208026886,0.0016522785881534219,0.03185398504137993
45,0.0010000000474974513,0.005015962291508913,0.05531036853790283,0.0012415845412760973,0.027729345485568047
46,0.0010000000474974513,0.004671236965805292,0.053375136107206345,0.002200805116444826,0.03773214668035507
47,0.0010000000474974513,0.004846363794058561,0.054377540946006775,0.0025647806469351053,0.041836317628622055
48,0.0010000000474974513,0.004665618296712637,0.0533616729080677,0.0015067735221236944,0.030700650066137314
49,0.0010000000474974513,0.004744958132505417,0.05362234637141228,0.0018626890378072858,0.03445432335138321
50,0.0010000000474974513,0.004486060701310635,0.05214166268706322,0.0013973417226225138,0.029136406257748604
51,0.0010000000474974513,0.004451456945389509,0.05230336636304855,0.0014759742189198732,0.030642494559288025
52,0.0010000000474974513,0.0044420273043215275,0.05184987187385559,0.0011503552086651325,0.02678242325782776
53,0.0010000000474974513,0.004587345290929079,0.052491601556539536,0.0028491767589002848,0.042868006974458694
54,0.0010000000474974513,0.004569880198687315,0.05255856737494469,0.0016437716549262404,0.03216223046183586
55,0.0010000000474974513,0.004498159047216177,0.05232546851038933,0.0014742024941369891,0.030608540400862694
56,0.0010000000474974513,0.0044036186300218105,0.05159680172801018,0.0014040882233530283,0.029812995344400406
57,0.0010000000474974513,0.004370480310171843,0.05145172402262688,0.0011147439945489168,0.02647220529615879
58,0.0010000000474974513,0.004374933894723654,0.051580313593149185,0.0013547356938943267,0.02892308123409748
59,0.0010000000474974513,0.004407911095768213,0.051715150475502014,0.0010385237401351333,0.025363391265273094
60,0.0010000000474974513,0.004267215263098478,0.05090482905507088,0.0009998383466154337,0.024934954941272736
61,0.0010000000474974513,0.004449888132512569,0.05195024237036705,0.001021387754008174,0.025299781933426857
62,0.0010000000474974513,0.004243142437189817,0.050938379019498825,0.0011233247350901365,0.026594359427690506
63,0.0010000000474974513,0.004276270046830177,0.05106116458773613,0.0010325346374884248,0.025485433638095856
64,0.0010000000474974513,0.004208909347653389,0.05068820342421532,0.0012432510266080499,0.027881057932972908
65,0.0010000000474974513,0.004155309870839119,0.04999541863799095,0.0010621242690831423,0.025823768228292465
66,0.0010000000474974513,0.004336291924118996,0.05097450315952301,0.0021933475509285927,0.03832126781344414
67,0.0010000000474974513,0.0040485430508852005,0.04938111826777458,0.0010338891297578812,0.02547517418861389
68,0.0010000000474974513,0.004192636348307133,0.0503271110355854,0.0010376967256888747,0.02551887556910515
69,0.0010000000474974513,0.004165082238614559,0.050381675362586975,0.0012725304113700986,0.028424443677067757
70,0.0005000000237487257,0.003938673995435238,0.048892147839069366,0.0010585400741547346,0.025877857580780983
71,0.0005000000237487257,0.00394628569483757,0.04904470965266228,0.0010822677286341786,0.02608012594282627
72,0.0005000000237487257,0.0037889881059527397,0.04805294796824455,0.0010436386801302433,0.025613831356167793
73,0.0005000000237487257,0.0038810851983726025,0.04836493358016014,0.0010179519886150956,0.025327647104859352
74,0.0005000000237487257,0.003928757272660732,0.04887033998966217,0.0009589915280230343,0.02459343522787094
75,0.0005000000237487257,0.0038769410457462072,0.048379961401224136,0.0009527710499241948,0.024473441764712334
76,0.0005000000237487257,0.003844599472358823,0.04850328341126442,0.0011384362587705255,0.026876116171479225
77,0.0005000000237487257,0.0038419074844568968,0.048317842185497284,0.000998062314465642,0.025084124878048897
78,0.0005000000237487257,0.0038637539837509394,0.048377640545368195,0.0009581026970408857,0.024537058547139168
79,0.0005000000237487257,0.003827966982498765,0.047836508601903915,0.001161825843155384,0.02717551216483116
80,0.0002500000118743628,0.0036676751915365458,0.04704117402434349,0.0010573358740657568,0.0258004330098629
81,0.0002500000118743628,0.0035817106254398823,0.046712037175893784,0.0009324108250439167,0.024237042292952538
82,0.0002500000118743628,0.003731529228389263,0.04761425405740738,0.0009775764774531126,0.024911239743232727
83,0.0002500000118743628,0.0036818855442106724,0.047306619584560394,0.0010032006539404392,0.025233561173081398
84,0.0002500000118743628,0.003769865958020091,0.04770982265472412,0.00107865990139544,0.026169253513216972
85,0.0002500000118743628,0.0036619368474930525,0.04715576022863388,0.0011612506350502372,0.027136538177728653
86,0.0002500000118743628,0.003585454076528549,0.04690101742744446,0.0010912702418863773,0.026226550340652466
87,0.0002500000118743628,0.0036122414749115705,0.04665861278772354,0.0009906586492434144,0.024962661787867546
88,0.0002500000118743628,0.0037584418896585703,0.047679878771305084,0.0009699315996840596,0.02469966933131218
89,0.0002500000118743628,0.0037332128267735243,0.04759270325303078,0.0009886049665510654,0.024884771555662155
90,0.0002500000118743628,0.003544772509485483,0.04638906568288803,0.0015210957499220967,0.031286515295505524
91,0.0002500000118743628,0.0036402824334800243,0.047056857496500015,0.0010780654847621918,0.02605963684618473
92,0.0001250000059371814,0.0034641853999346495,0.04605799540877342,0.0009638518677093089,0.02468741685152054
93,0.0001250000059371814,0.003573259338736534,0.04638905078172684,0.0009550265385769308,0.024570660665631294
94,0.0001250000059371814,0.0035353137645870447,0.04659992828965187,0.0009223672677762806,0.024142619222402573
95,0.0001250000059371814,0.0035764575004577637,0.04693691432476044,0.001123405178077519,0.02672210894525051
96,0.0001250000059371814,0.003481247229501605,0.046126991510391235,0.0009651997243054211,0.024729901924729347
97,0.0001250000059371814,0.003479458624497056,0.04617045074701309,0.000928137160371989,0.024186188355088234
98,0.0001250000059371814,0.0035322941839694977,0.04643876105546951,0.0009550906252115965,0.024590518325567245
99,0.0001250000059371814,0.003551878733560443,0.04645303264260292,0.0009605195373296738,0.024656351655721664
